Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@120Hz,Status,Vibration resistant,Weight (g)
200,22,12.057,,12.5,25,-40,105,0.2,5000,nan,276,800,UPJ2D220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,145,nan,EOL,Normal,4.56
200,33,8.038,,16,25,-40,105,0.2,5000,nan,364,400,UPJ2D330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,180,nan,EOL,Normal,8.2
200,47,5.644,,16,25,-40,105,0.2,5000,nan,476,400,UPJ2D470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,220,nan,EOL,Normal,8.2
200,100,2.653,,18,40,-40,105,0.2,5000,nan,900,200,UPJ2D101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,345,nan,EOL,Normal,17.7
250,1,265.258,,8,11.5,-40,105,0.2,3000,nan,65,3000,UPJ2E010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,nan,EOL,Normal,1.19
250,2.2,120.572,,10,12.5,-40,105,0.2,5000,nan,95,2000,UPJ2E2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,32,nan,EOL,Normal,1.49
250,3.3,80.381,,10,16,-40,105,0.2,5000,nan,123,1800,UPJ2E3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,52,nan,EOL,Normal,1.77
250,4.7,56.438,,10,16,-40,105,0.2,5000,nan,147,1800,UPJ2E4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,60,nan,EOL,Normal,1.77
250,10,26.526,,12.5,20,-40,105,0.2,5000,nan,200,1000,UPJ2E100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,98,nan,EOL,Normal,3.43
250,22,12.057,,16,25,-40,105,0.2,5000,nan,320,400,UPJ2E220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,nan,EOL,Normal,8.2
250,33,8.038,,16,25,-40,105,0.2,5000,nan,430,400,UPJ2E330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,180,nan,EOL,Normal,8.2
250,47,5.644,,16,30.5,-40,105,0.2,5000,nan,570,300,UPJ2E470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,225,nan,EOL,Normal,9.6
250,100,2.653,,18,40,-40,105,0.2,5000,nan,1100,200,UPJ2E101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,345,nan,EOL,Normal,17.7
315,1,265.258,,8,11.5,-40,105,0.2,5000,nan,72,3000,UPJ2F010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,nan,EOL,Normal,1.19
315,2.2,120.572,,10,12.5,-40,105,0.2,5000,nan,109,2000,UPJ2F2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,32,nan,EOL,Normal,1.49
315,3.3,80.381,,10,16,-40,105,0.2,5000,nan,142,1800,UPJ2F3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,52,nan,EOL,Normal,1.77
315,4.7,56.438,,10,20,-40,105,0.2,5000,nan,159,1400,UPJ2F4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,65,nan,EOL,Normal,2.34
315,10,26.526,,12.5,20,-40,105,0.2,5000,nan,226,1000,UPJ2F100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,98,nan,EOL,Normal,3.43
315,22,12.057,,16,25,-40,105,0.2,5000,nan,377,400,UPJ2F220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,nan,EOL,Normal,8.2
315,33,8.038,,16,30.5,-40,105,0.2,5000,nan,516,300,UPJ2F330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,185,nan,EOL,Normal,9.6
315,47,5.644,,18,35.5,-40,105,0.2,5000,nan,692,250,UPJ2F470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,235,nan,EOL,Normal,14.2
350,1,265.258,,10,12.5,-40,105,0.2,5000,nan,75,2000,UPJ2V010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,21,nan,EOL,Normal,1.49
350,2.2,120.572,,10,16,-40,105,0.2,5000,nan,117,1800,UPJ2V2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,34,nan,EOL,Normal,1.77
350,3.3,80.381,,10,20,-40,105,0.2,5000,nan,146,1400,UPJ2V3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,54,nan,EOL,Normal,2.34
350,4.7,56.438,,10,20,-40,105,0.2,5000,nan,166,1400,UPJ2V4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,65,nan,EOL,Normal,2.34
350,10,26.526,,12.5,25,-40,105,0.2,5000,nan,240,800,UPJ2V100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,100,nan,EOL,Normal,4.56
350,22,12.057,,16,25,-40,105,0.2,5000,nan,408,400,UPJ2V220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,nan,EOL,Normal,8.2
350,33,8.038,,16,35.5,-40,105,0.2,5000,nan,562,300,UPJ2V330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,190,nan,EOL,Normal,11.8
350,47,5.644,,18,40,-40,105,0.2,5000,nan,758,200,UPJ2V470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,240,nan,EOL,Normal,17.7
400,1,331.573,,10,12.5,-40,105,0.25,5000,nan,80,2000,UPJ2G010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,17,nan,EOL,Normal,1.49
400,2.2,150.715,,10,16,-40,105,0.25,5000,nan,128,1800,UPJ2G2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,28,nan,EOL,Normal,1.77
400,3.3,100.477,,10,20,-40,105,0.25,5000,nan,153,1400,UPJ2G3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,47,nan,EOL,Normal,2.34
400,4.7,70.547,,12.5,20,-40,105,0.25,5000,nan,175,1000,UPJ2G4R7MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,55,nan,EOL,Normal,3.43
400,10,33.157,,12.5,25,-40,105,0.25,5000,nan,260,800,UPJ2G100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,85,nan,EOL,Normal,4.56
400,22,15.072,,16,30.5,-40,105,0.25,5000,nan,452,300,UPJ2G220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,130,nan,EOL,Normal,9.6
400,33,10.048,,18,35.5,-40,105,0.25,5000,nan,628,250,UPJ2G330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,170,nan,EOL,Normal,14.2
450,1,331.573,,10,16,-25,105,0.25,5000,nan,85,1800,UPJ2W010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,17,nan,EOL,Normal,1.77
450,2.2,150.715,,10,20,-25,105,0.25,5000,nan,139,1400,UPJ2W2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,28,nan,EOL,Normal,2.34
450,3.3,100.477,,12.5,20,-25,105,0.25,5000,nan,159,1000,UPJ2W3R3MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,48,nan,EOL,Normal,3.43
450,4.7,70.547,,12.5,25,-25,105,0.25,5000,nan,185,800,UPJ2W4R7MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,55,nan,EOL,Normal,4.56
450,10,33.157,,16,25,-25,105,0.25,5000,nan,280,400,UPJ2W100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,90,nan,EOL,Normal,8.2
450,22,15.072,,16,35.5,-25,105,0.25,5000,nan,496,300,UPJ2W220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,135,nan,EOL,Normal,11.8
450,33,10.048,,18,40,-25,105,0.25,5000,nan,694,200,UPJ2W330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,170,nan,EOL,Normal,17.7
